Date,Age,Gender,Comorbidities?,Vaccination,Designation,How many hours of work per week in the current situation?,Years of service?,Patients per ICU nurse,Adequate PPE provided?,Was mental health support available?,Received Covid 19 specific training?,Tested for Covid 19?,"If tested , were you positive for Covid 19?",Living with family while working with covid 19 patients?,Personal Burnout [How often are you physically exhausted?],Score,Personal Burnout [How often are you emotionally exhausted?],Score,Personal Burnout [How often do you think: â€œI canâ€™t take it anymore?],Score,Personal Burnout [How often do you feel weak and susceptible to illness?],Score,Personal Burnout [How often do you feel worn out (extremely tired)?],Score,Domain 1,Work-related Burnout [Are you exhausted in the morning at the thought of another day at work?],Score,Work-related Burnout [Do you feel that every working hour is tiring for you?],Score,Work-related Burnout [Do you have enough energy for family and friends during leisure time?],Score,Work-related Burnout [Do you feel that your work is emotionally exhausting?],Score,Work-related Burnout [Does your work frustrate you?],Score,Work-related Burnout [Do you feel burnt out (complete physical or mental exhaustion) because of your work?],Score,Domain 2,Client Related burnout [Do you feel it is hard to work in the current scenario?],Score,Client Related burnout [Does it drain more of your energy to work during the current scenario?],Score,Client Related burnout [Do you find it fruitful while performing your work during the current scenario?],Score,Client Related burnout [Do you feel that you are giving more than what you get back while working in the current scenario?],Score,Client Related burnout [Do you hesitate to work during this current scenario?],Score,Client Related burnout [Do you feel depressed because of the current scenario?],Score,Client Related burnout [Do you feel that your patience is tested while working in the current scenario?],Score,Client Related burnout [Do you feel lock down due to the current scenario has added stress on you?],Score,Client Related burnout [Do you have fear to catch COVID-19 infection while working in the current scenario?],Score,Client Related burnout [Do you have a fear of family members catching infection because of your work exposure?],Score,Client Related burnout [Do you feel welcomed by the community because you are a health care worker and working in the current scenario?],Score,Client Related burnout [Are you thinking of any substance abuse (alcohol/drugs/smoking) during this period of lockdown?],Score,Client Related burnout [Do you have a fear of death while working in the current scenario?],Score,Client Related burnout [Do you feel you are being properly protected by the hospital while working in the current scenario?],Score,Client Related burnout [Do you feel you are being supported by colleagues during the current scenario?],Score,Domain 3,Overall Average
8/28/2021,30,Female,None,both doses,Nurse,48,5,2,Yes,No,No,Yes,No,Yes,Sometimes,50,Often,75,Rarely,25,Rarely,25,Always,100,55,Strongly agree,100,Strongly agree,100,Strongly agree,0,Agree,75,Strongly agree,100,Agree,75,75,Agree,75,Agree,75,Strongly Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,25,Agree,75,Undecided,50,Undecided,50,Undecided,50,65,65
8/28/2021,30,Female,None,both doses,Nurse,73,5,2,Yes,No,No,Yes,No,No,Rarely,25,Rarely,25,Sometimes,50,Rarely,25,Sometimes,50,35,Strongly agree,100,Disagree,25,Agree,25,Strongly agree,100,Agree,75,Strongly agree,100,71,Strongly Agree,100,Strongly Agree,100,Strongly Agree,75,Agree,75,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,100,Agree,75,Agree,75,Strongly Agree,0,Strongly Agree,100,Agree,75,Agree,25,Agree,25,72,64
8/28/2021,40,Male,None,both doses,Nurse,72,5,2,Yes,Not Known,No,Yes,No,No,Always,100,Always,100,Sometimes,50,Often,75,Sometimes,50,75,Agree,75,Agree,75,Agree,25,Undecided,50,Undecided,50,Undecided,50,54,Agree,75,Agree,75,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Agree,75,Agree,75,Agree,75,Disagree,75,Undecided,50,Undecided,50,Agree,25,Undecided,50,58,61
8/28/2021,30,Male,None,both doses,Nurse,60,5,4,Yes,No,No,Yes,Yes,Yes,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,50,50
8/28/2021,30,Female,None,both doses,Nurse,48,5,2,No,No,No,Yes,Yes,No,Sometimes,50,Sometimes,50,Often,75,Sometimes,50,Often,75,60,Agree,75,Disagree,25,Disagree,75,Agree,75,Agree,75,Disagree,25,58,Agree,75,Agree,75,Agree,25,Agree,75,Disagree,25,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,75,Agree,25,Strongly disagree,0,Strongly disagree,0,Strongly Agree,0,Agree,25,45,51
8/28/2021,30,Female,None,both doses,Nurse,60,5,1,Yes,Not Known,Yes,Yes,No,No,Sometimes,50,Always,100,Sometimes,50,Sometimes,50,Often,75,65,Strongly agree,100,Strongly agree,100,Undecided,50,Strongly agree,100,Strongly disagree,0,Agree,75,71,Strongly Agree,100,Undecided,50,Agree,25,Strongly Agree,100,Undecided,50,Agree,75,Strongly Agree,100,Disagree,25,Agree,75,Strongly Agree,100,Strongly Agree,0,Strongly disagree,0,Disagree,25,Agree,25,Strongly Agree,0,50,58
8/28/2021,40,Female,None,both doses,Doctor,73,10,0,Yes,No,No,Yes,No,Yes,Sometimes,50,Sometimes,50,Never,0,Rarely,25,Often,75,40,Disagree,25,Disagree,25,Strongly agree,0,Disagree,25,Agree,75,Agree,75,38,Agree,75,Agree,75,Disagree,75,Disagree,25,Disagree,25,Agree,75,Disagree,25,Disagree,25,Agree,75,Strongly Agree,100,Disagree,75,Strongly disagree,0,Strongly disagree,0,Disagree,75,Agree,25,50,45
8/28/2021,40,Female,None,both doses,Doctor,48,10,0,Yes,No,No,No,No,Yes,Sometimes,50,Sometimes,50,Rarely,25,Rarely,25,Rarely,25,35,Undecided,50,Disagree,25,Agree,25,Agree,75,Disagree,25,Undecided,50,42,Agree,75,Agree,75,Agree,25,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Undecided,50,Strongly disagree,0,Agree,75,Disagree,75,Agree,25,60,51
8/29/2021,30,Female,None,both doses,Doctor,60,5,0,No,No,No,No,N/A,No,Always,100,Always,100,Often,75,Sometimes,50,Often,75,80,Agree,75,Agree,75,Undecided,50,Strongly agree,100,Agree,75,Agree,75,75,Agree,75,Agree,75,Strongly Agree,75,Strongly Agree,100,Disagree,25,Strongly Agree,100,Agree,75,Disagree,25,Disagree,25,Strongly Agree,100,Agree,25,Strongly disagree,0,Undecided,50,Disagree,75,Undecided,50,58,66
8/31/2021,30,Female,None,1st dose only,Nurse,73,5,1,Yes,Yes,No,Yes,No,No,Sometimes,50,Rarely,25,Rarely,25,Rarely,25,Sometimes,50,35,Undecided,50,Undecided,50,Disagree,75,Agree,75,Undecided,50,Strongly disagree,0,50,Agree,75,Agree,75,Undecided,50,Undecided,50,Undecided,50,Agree,75,Agree,75,Undecided,50,Disagree,25,Strongly Agree,100,Agree,25,Disagree,25,Undecided,50,Agree,25,Strongly Agree,0,50,47
9/2/2021,40,Male,None,both doses,Physiotherapist,60,10,0,Yes,Yes,Yes,No,N/A,Yes,Sometimes,50,Sometimes,50,Rarely,25,Sometimes,50,Sometimes,50,45,Strongly disagree,0,Strongly disagree,0,Undecided,50,Undecided,50,Disagree,25,Undecided,50,29,Undecided,50,Agree,75,Strongly Agree,75,Strongly Agree,100,Strongly disagree,0,Disagree,25,Undecided,50,Disagree,25,Undecided,50,Strongly Agree,100,Undecided,50,Strongly disagree,0,Undecided,50,Undecided,50,Agree,25,48,43
9/17/2021,40,Male,Bronchial Asthma,both doses,Doctor,48,10,3,Yes,No,Yes,Yes,No,Yes,Often,75,Always,100,Often,75,Sometimes,50,Often,75,75,Disagree,25,Disagree,25,Agree,25,Agree,75,Agree,75,Agree,75,50,Strongly Agree,100,Strongly Agree,100,Strongly Agree,75,Undecided,50,Disagree,25,Undecided,50,Agree,75,Agree,75,Undecided,50,Agree,75,Disagree,75,Agree,75,Disagree,25,Disagree,75,Undecided,50,65,63
9/30/2021,50,Female,None,both doses,Doctor,60,15,0,Yes,Not Known,No,No,N/A,Yes,Sometimes,50,Often,75,Often,75,Sometimes,50,Sometimes,50,60,Agree,75,Disagree,25,Strongly disagree,100,Strongly agree,100,Undecided,50,Agree,75,71,Agree,75,Agree,75,Agree,25,Agree,75,Disagree,25,Agree,75,Agree,75,Agree,75,Disagree,25,Strongly Agree,100,Disagree,75,Strongly disagree,0,Disagree,25,Strongly disagree,100,Agree,25,57,61
9/30/2021,30,Female,None,both doses,Doctor,60,10,0,Yes,No,No,No,N/A,Yes,Always,100,Always,100,Often,75,Often,75,Often,75,85,Agree,75,Agree,75,Strongly disagree,100,Strongly agree,100,Agree,75,Undecided,50,79,Agree,75,Strongly Agree,100,Disagree,75,Agree,75,Disagree,25,Agree,75,Agree,75,Disagree,25,Agree,75,Strongly Agree,100,Strongly disagree,100,Strongly disagree,0,Agree,75,Strongly disagree,100,Strongly Agree,0,65,72
9/30/2021,60,Female,None,both doses,Doctor,48,16,0,Yes,No,No,No,N/A,Yes,Sometimes,50,Often,75,Always,100,Sometimes,50,Sometimes,50,65,Agree,75,Undecided,50,Undecided,50,Agree,75,Agree,75,Agree,75,67,Agree,75,Undecided,50,Undecided,50,Undecided,50,Agree,75,Agree,75,Agree,75,Undecided,50,Agree,75,Agree,75,Disagree,75,Strongly disagree,0,Agree,75,Disagree,75,Disagree,75,63,64
9/30/2021,40,Male,None,both doses,Doctor,60,5,0,Yes,Not Known,Yes,Yes,No,Yes,Often,75,Always,100,Sometimes,50,Rarely,25,Sometimes,50,60,Strongly agree,100,Strongly agree,100,Agree,25,Strongly agree,100,Strongly agree,100,Strongly agree,100,88,Strongly Agree,100,Strongly Agree,100,Strongly Agree,75,Strongly Agree,100,Agree,75,Undecided,50,Strongly Agree,100,Disagree,25,Agree,75,Strongly Agree,100,Undecided,50,Strongly disagree,0,Disagree,25,Disagree,75,Undecided,50,67,70
9/30/2021,40,Female,Diabetes Mellitus,both doses,Doctor,73,10,0,No,No,Yes,No,N/A,Yes,Always,100,Always,100,Always,100,Always,100,Always,100,100,Strongly agree,100,Strongly agree,100,Strongly disagree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,100,Strongly Agree,100,Strongly Agree,100,Strongly disagree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly disagree,0,Strongly Agree,100,Strongly Agree,100,Strongly disagree,100,Strongly disagree,0,Strongly Agree,100,Strongly disagree,100,Strongly disagree,100,87,92
9/30/2021,60,Female,Hypertension,both doses,Doctor,48,16,0,Yes,No,No,No,No,Yes,Sometimes,50,Rarely,25,Rarely,25,Rarely,25,Sometimes,50,35,Disagree,25,Disagree,25,Agree,25,Disagree,25,Disagree,25,Disagree,25,25,Agree,75,Agree,75,Disagree,75,Strongly Agree,100,Disagree,25,Agree,75,Agree,75,Disagree,25,Agree,75,Strongly Agree,100,Disagree,75,Strongly disagree,0,Undecided,50,Disagree,75,Agree,25,62,48
9/30/2021,40,Female,Diabetes Mellitus,both doses,Doctor,48,5,0,Yes,No,No,Yes,No,Yes,Always,100,Always,100,Always,100,Always,100,Always,100,100,Strongly agree,100,Disagree,25,Agree,25,Strongly agree,100,Strongly agree,100,Strongly agree,100,75,Strongly Agree,100,Strongly Agree,100,Strongly Agree,75,Disagree,25,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly disagree,0,Strongly Agree,100,Strongly Agree,100,Strongly Agree,0,Strongly disagree,0,Strongly disagree,0,Disagree,75,Agree,25,58,70
9/30/2021,60,Female,None,both doses,Doctor,48,16,0,Yes,Not Known,No,No,N/A,Yes,Always,100,Often,75,Often,75,Often,75,Often,75,80,Agree,75,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,75,71,Agree,75,Agree,75,Agree,25,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,0,Agree,75,Agree,75,Agree,25,Agree,25,67,70
9/30/2021,30,Male,None,both doses,Doctor,73,5,0,Yes,No,Yes,No,N/A,No,Often,75,Often,75,Often,75,Sometimes,50,Sometimes,50,65,Agree,75,Disagree,25,Strongly disagree,100,Strongly agree,100,Agree,75,Agree,75,75,Agree,75,Agree,75,Agree,25,Strongly Agree,100,Strongly disagree,0,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,25,Undecided,50,Disagree,25,Strongly disagree,100,Strongly Agree,0,57,63
9/30/2021,30,Male,None,both doses,Doctor,60,5,0,Yes,Yes,Yes,No,No,Yes,Often,75,Often,75,Sometimes,50,Sometimes,50,Often,75,65,Agree,75,Undecided,50,Agree,25,Strongly agree,100,Agree,75,Agree,75,67,Disagree,25,Agree,75,Undecided,50,Disagree,25,Disagree,25,Disagree,25,Agree,75,Agree,75,Agree,75,Strongly Agree,100,Disagree,75,Disagree,25,Agree,75,Undecided,50,Strongly Agree,0,52,58
9/30/2021,50,Female,Hypertension;Others,both doses,Doctor,48,16,0,Yes,Not Known,Yes,Yes,No,Yes,Often,75,Often,75,Sometimes,50,Often,75,Often,75,70,Agree,75,Agree,75,Strongly disagree,100,Strongly agree,100,Agree,75,Agree,75,83,Agree,75,Agree,75,Strongly Agree,75,Agree,75,Agree,75,Undecided,50,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Agree,25,Strongly disagree,0,Undecided,50,Agree,25,Agree,25,62,68
9/30/2021,30,Female,Bronchial Asthma,both doses,Doctor,48,5,0,Yes,No,No,No,N/A,Yes,Always,100,Always,100,Always,100,Always,100,Always,100,100,Strongly agree,100,Strongly agree,100,Strongly agree,0,Strongly agree,100,Strongly agree,100,Strongly agree,100,83,Strongly Agree,100,Strongly Agree,100,Undecided,50,Agree,75,Disagree,25,Agree,75,Strongly Agree,100,Disagree,25,Strongly Agree,100,Strongly Agree,100,Strongly Agree,0,Strongly disagree,0,Agree,75,Strongly disagree,100,Disagree,75,67,77
10/1/2021,50,Female,None,both doses,Doctor,60,15,0,Yes,No,No,No,No,Yes,Often,75,Always,100,Often,75,Sometimes,50,Sometimes,50,70,Strongly agree,100,Strongly agree,100,Agree,25,Strongly agree,100,Strongly agree,100,Undecided,50,79,Agree,75,Agree,75,Strongly Agree,75,Strongly Agree,100,Strongly disagree,0,Strongly Agree,100,Disagree,25,Strongly disagree,0,Disagree,25,Strongly Agree,100,Strongly Agree,0,Strongly disagree,0,Strongly disagree,0,Agree,25,Agree,25,42,56
10/1/2021,30,Female,None,both doses,Nurse,73,5,1,Yes,Yes,No,Yes,No,Yes,Rarely,25,Sometimes,50,Sometimes,50,Rarely,25,Sometimes,50,40,Agree,75,Agree,75,Undecided,50,Agree,75,Undecided,50,Agree,75,67,Agree,75,Undecided,50,Undecided,50,Agree,75,Undecided,50,Agree,75,Agree,75,Undecided,50,Disagree,25,Agree,75,Disagree,75,Undecided,50,Undecided,50,Disagree,75,Agree,25,58,57
10/1/2021,30,Female,None,both doses,Nurse,73,5,1,Yes,Yes,No,No,N/A,No,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,50,Undecided,50,Undecided,50,Agree,25,Undecided,50,Agree,75,Agree,75,54,Agree,75,Agree,75,Agree,25,Agree,75,Undecided,50,Undecided,50,Agree,75,Agree,75,Agree,75,Agree,75,Undecided,50,Disagree,25,Undecided,50,Undecided,50,Agree,25,57,55
10/1/2021,30,Female,None,both doses,Nurse,73,5,1,Yes,Yes,No,No,N/A,No,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,50,Undecided,50,Undecided,50,Agree,25,Undecided,50,Agree,75,Agree,75,54,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Undecided,50,Undecided,50,Agree,75,Agree,75,Agree,75,Agree,25,Undecided,50,Strongly disagree,0,Disagree,75,Agree,25,55,54
10/1/2021,30,Female,None,both doses,Nurse,73,5,1,Yes,Yes,No,No,N/A,No,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,50,Agree,75,Agree,75,Agree,25,Undecided,50,Undecided,50,Agree,75,58,Undecided,50,Undecided,50,Agree,25,Agree,75,Undecided,50,Undecided,50,Agree,75,Undecided,50,Strongly disagree,0,Undecided,50,Undecided,50,Undecided,50,Agree,75,Agree,25,Agree,25,47,50
10/1/2021,30,Female,None,both doses,Nurse,73,5,1,Yes,Yes,Yes,No,N/A,No,Often,75,Sometimes,50,Sometimes,50,Sometimes,50,Often,75,60,Undecided,50,Undecided,50,Undecided,50,Agree,75,Agree,75,Agree,75,63,Undecided,50,Undecided,50,Agree,25,Agree,75,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Agree,75,Undecided,50,Undecided,50,Agree,75,Undecided,50,Undecided,50,Agree,25,52,56
10/1/2021,30,Female,None,both doses,Nurse,73,5,1,Yes,Yes,No,No,N/A,No,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,50,Agree,75,Agree,75,Agree,25,Undecided,50,Undecided,50,Agree,75,58,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Undecided,50,Undecided,50,Agree,75,Agree,75,Agree,75,Undecided,50,Undecided,50,Agree,75,Disagree,75,Agree,25,62,59
10/1/2021,50,Female,Bronchial Asthma,both doses,Doctor,48,16,0,Yes,Yes,No,No,N/A,Yes,Often,75,Sometimes,50,Sometimes,50,Rarely,25,Sometimes,50,50,Undecided,50,Undecided,50,Undecided,50,Agree,75,Agree,75,Agree,75,63,Agree,75,Agree,75,Undecided,50,Undecided,50,Disagree,25,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,75,Disagree,75,Strongly disagree,0,Undecided,50,Agree,25,Agree,25,53,55
10/1/2021,30,Female,None,both doses,Nurse,72,5,2,Yes,Yes,Yes,No,N/A,No,Always,100,Always,100,Always,100,Sometimes,50,Always,100,90,Agree,75,Undecided,50,Disagree,75,Agree,75,Agree,75,Strongly agree,100,75,Agree,75,Strongly Agree,100,Undecided,50,Undecided,50,Disagree,25,Agree,75,Undecided,50,Strongly Agree,100,Disagree,25,Disagree,25,Disagree,75,Strongly disagree,0,Disagree,25,Disagree,75,Agree,25,52,64
10/1/2021,60,Female,Hypertension;Ischaemic Heart Disease,both doses,Doctor,48,16,0,Yes,Not Known,No,No,N/A,No,Sometimes,50,Never,0,Never,0,Rarely,25,Never,0,15,Disagree,25,Strongly disagree,0,Agree,25,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,8,Agree,75,Agree,75,Agree,25,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,Strongly Agree,100,Strongly disagree,0,Agree,75,Strongly Agree,100,Strongly disagree,100,Strongly disagree,0,Disagree,25,Agree,25,Agree,25,42,29
10/1/2021,40,Male,None,both doses,Nurse,60,10,1,Yes,No,Yes,No,N/A,Yes,Sometimes,50,Sometimes,50,Often,75,Always,100,Often,75,70,Agree,75,Agree,75,Strongly disagree,100,Undecided,50,Strongly agree,100,Strongly agree,100,83,Strongly Agree,100,Strongly Agree,100,Undecided,50,Undecided,50,Agree,75,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Disagree,75,Strongly Agree,100,Strongly Agree,100,Agree,25,Undecided,50,78,78
10/1/2021,30,Female,None,both doses,Nurse,73,5,2,Yes,No,No,No,N/A,Yes,Often,75,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,55,Agree,75,Agree,75,Disagree,75,Undecided,50,Undecided,50,Agree,75,67,Agree,75,Agree,75,Undecided,50,Agree,75,Disagree,25,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Disagree,75,Disagree,25,Disagree,25,Disagree,75,Agree,25,60,61
10/1/2021,30,Female,None,both doses,Nurse,73,5,2,Yes,No,No,Yes,No,No,Rarely,25,Rarely,25,Rarely,25,Rarely,25,Rarely,25,25,Strongly agree,100,Agree,75,Agree,25,Undecided,50,Undecided,50,Undecided,50,58,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,50,47
10/1/2021,30,Female,None,both doses,Nurse,60,5,2,Yes,No,No,No,N/A,Yes,Often,75,Always,100,Often,75,Often,75,Always,100,85,Agree,75,Agree,75,Strongly agree,0,Strongly agree,100,Strongly agree,100,Strongly agree,100,75,Strongly Agree,100,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,25,Agree,25,63,70
10/1/2021,40,Female,None,both doses,Nurse,48,5,1,Yes,No,No,No,N/A,Yes,Often,75,Always,100,Often,75,Often,75,Often,75,80,Agree,75,Agree,75,Disagree,75,Strongly agree,100,Strongly agree,100,Strongly agree,100,88,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,25,Agree,25,62,71
10/1/2021,30,Female,None,both doses,Nurse,73,5,2,Yes,No,No,Yes,No,No,Often,75,Often,75,Often,75,Often,75,Often,75,75,Agree,75,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,75,71,Agree,75,Agree,75,Agree,25,Strongly Agree,100,Undecided,50,Undecided,50,Disagree,25,Disagree,25,Agree,75,Agree,75,Undecided,50,Disagree,25,Undecided,50,Undecided,50,Agree,25,52,61
10/1/2021,30,Female,None,both doses,Nurse,48,5,2,Yes,No,No,Yes,No,No,Often,75,Often,75,Sometimes,50,Often,75,Sometimes,50,65,Undecided,50,Agree,75,Disagree,75,Disagree,25,Undecided,50,Agree,75,58,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Disagree,25,Agree,75,Disagree,25,Strongly Agree,100,Agree,75,Undecided,50,Strongly disagree,0,Disagree,25,Undecided,50,Agree,25,52,56
10/1/2021,30,Female,None,both doses,Nurse,60,5,2,Yes,Yes,No,No,N/A,Yes,Often,75,Often,75,Often,75,Always,100,Always,100,85,Agree,75,Undecided,50,Undecided,50,Agree,75,Agree,75,Agree,75,67,Disagree,25,Undecided,50,Agree,25,Agree,75,Agree,75,Undecided,50,Undecided,50,Undecided,50,Agree,75,Undecided,50,Agree,25,Undecided,50,Agree,75,Undecided,50,Agree,25,50,61
10/1/2021,50,Female,None,both doses,Nurse,60,16,2,Yes,No,Yes,Yes,No,No,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,50,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,67,Agree,75,Agree,75,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,53,56
10/1/2021,50,Female,None,both doses,Nurse,60,16,1,Yes,No,No,Yes,No,No,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,50,50
10/1/2021,30,Female,None,both doses,Nurse,72,5,1,Yes,No,No,Yes,No,No,Sometimes,50,Sometimes,50,Sometimes,50,Often,75,Always,100,65,Agree,75,Undecided,50,Strongly agree,0,Agree,75,Undecided,50,Agree,75,54,Agree,75,Strongly Agree,100,Undecided,50,Agree,75,Disagree,25,Agree,75,Strongly Agree,100,Undecided,50,Disagree,25,Strongly Agree,100,Strongly Agree,0,Disagree,25,Disagree,25,Agree,25,Strongly Agree,0,50,54
10/1/2021,30,Female,None,both doses,Nurse,72,5,1,Yes,Yes,Yes,Yes,No,Yes,Sometimes,50,Sometimes,50,Sometimes,50,Often,75,Always,100,65,Undecided,50,Undecided,50,Undecided,50,Strongly agree,100,Strongly agree,100,Strongly agree,100,75,Strongly Agree,100,Strongly Agree,100,Undecided,50,Agree,75,Disagree,25,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Agree,25,Strongly disagree,0,Strongly Agree,100,Disagree,75,Strongly Agree,0,70,70
10/1/2021,30,Female,None,both doses,Nurse,72,5,1,Yes,No,No,Yes,No,No,Sometimes,50,Sometimes,50,Sometimes,50,Often,75,Always,100,65,Agree,75,Undecided,50,Strongly agree,0,Agree,75,Undecided,50,Agree,75,54,Agree,75,Strongly Agree,100,Undecided,50,Agree,75,Disagree,25,Agree,75,Strongly Agree,100,Undecided,50,Disagree,25,Strongly Agree,100,Strongly Agree,0,Disagree,25,Disagree,25,Agree,25,Strongly Agree,0,50,54
10/1/2021,30,Female,None,both doses,Nurse,72,5,1,Yes,Yes,Yes,Yes,No,Yes,Sometimes,50,Sometimes,50,Sometimes,50,Often,75,Always,100,65,Undecided,50,Undecided,50,Strongly agree,0,Strongly agree,100,Strongly agree,100,Strongly agree,100,67,Strongly Agree,100,Strongly Agree,100,Undecided,50,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly disagree,0,Strongly Agree,0,Strongly disagree,0,Strongly Agree,100,Disagree,75,Strongly Agree,0,67,66
10/1/2021,50,Female,None,both doses,Nurse,73,16,2,Yes,No,No,No,N/A,No,Sometimes,50,Often,75,Often,75,Sometimes,50,Always,100,70,Agree,75,Agree,75,Strongly disagree,100,Disagree,25,Agree,75,Strongly agree,100,75,Undecided,50,Undecided,50,Agree,25,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,25,Agree,25,58,64
10/1/2021,40,Female,None,both doses,Nurse,60,10,1,No,Yes,Yes,No,N/A,No,Always,100,Often,75,Sometimes,50,Rarely,25,Never,0,50,Undecided,50,Agree,75,Undecided,50,Undecided,50,Agree,75,Undecided,50,58,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Undecided,50,Undecided,50,Agree,25,Undecided,50,Agree,75,Agree,25,Undecided,50,58,57
10/1/2021,30,Female,None,both doses,Nurse,60,5,2,Yes,Yes,Yes,Yes,Yes,Yes,Often,75,Often,75,Sometimes,50,Often,75,Often,75,70,Undecided,50,Agree,75,Strongly agree,0,Strongly agree,100,Undecided,50,Undecided,50,54,Agree,75,Agree,75,Strongly Agree,75,Strongly Agree,100,Undecided,50,Agree,75,Strongly Agree,100,Agree,75,Agree,75,Agree,75,Strongly Agree,0,Strongly Agree,100,Undecided,50,Disagree,75,Undecided,50,70,66
10/1/2021,50,Male,None,both doses,Doctor,60,15,0,Yes,Not Known,No,No,N/A,Yes,Often,75,Always,100,Rarely,25,Often,75,Sometimes,50,65,Undecided,50,Agree,75,Strongly disagree,100,Strongly agree,100,Agree,75,Agree,75,79,Agree,75,Agree,75,Agree,25,Agree,75,Disagree,25,Agree,75,Disagree,25,Strongly disagree,0,Agree,75,Strongly Agree,100,Agree,25,Disagree,25,Agree,75,Agree,25,Strongly Agree,0,47,58
10/1/2021,40,Female,None,both doses,Nurse,72,5,1,Yes,Yes,No,Yes,No,No,Often,75,Sometimes,50,Sometimes,50,Sometimes,50,Rarely,25,50,Disagree,25,Undecided,50,Disagree,75,Undecided,50,Undecided,50,Undecided,50,50,Agree,75,Agree,75,Undecided,50,Agree,75,Undecided,50,Disagree,25,Undecided,50,Undecided,50,Disagree,25,Strongly Agree,100,Agree,25,Strongly disagree,0,Disagree,25,Agree,25,Agree,25,45,47
